Player,Player-additional,League,Home Continent,Home Country,Home City,Overall Value,Offensive Performance,Defensive Performance,Measurables,Migration Difficulty
Santi Aldama,aldamsa01,NBA,Europe,Spain,Las Palmas,5,,,,21.0
Moussa Diabaté,diabamo01,NBA,Europe,France,Paris,5,,,,22.0
Žarko Čabarkapa,cabarza01,NBA,Europe,Serbia,Zrenjanin,5,,,,69.0
Kornél Dávid,davidko01,NBA,,,,5,,,,
Xavier Henry,henryxa01,NBA,Europe,Belgium,Gent,5,,,,22.0
Sean Marks,marksse01,NBA,Oceania,New Zealand,Auckland,5,,,,13.0
Skal Labissière,labissk01,NBA,North America,Haiti,Port-au-Prince,5,,,,78.0
Timothé Luwawu-Cabarrot,luwawti01,NBA,Europe,France,Cannes,5,,,,23.0
Sidy Cissoko,cissosi01,NBA,Europe,France,Saint-Maurice,5,,,,22.0
Felipe López,lopezfe01,NBA,North America,Dominican Republic,Santo Domingo,5,,,,18.0
Jorge Gutiérrez,gutiejo01,NBA,North America,Mexico,Chihuahua,5,,,,17.0
Vítor Luiz Faverani,favervi01,NBA,South America,Brazil,Porto Alegre,5,,,,25.0
Primož Brezec,brezepr01,NBA,Europe,Slovenia,Postojna,5,,,,68.0
Sasha Pavlović,pavloal01,NBA,Europe,Montenegro,Bar,5,,,,84.0
Zaza Pachulia,pachuza01,NBA,Asia,Georgia,Tbilisi,5,,,,71.0
Mamadi Diakite,diakima01,NBA,Africa,Guinea,Conakry,5,,,,8.0
Anthony Bennett,bennean01,NBA,North America,Canada,Toronto,5,,,,0.0
Mãozinha Pereira,pereima01,NBA,South America,Brazil,Rio de Janeiro,5,,,,24.0
Vlatko Čančar,cancavl01,NBA,Europe,Slovenia,Koper,5,,,,68.0
Andrew Bogut,bogutan01,NBA,Oceania,Australia,Melbourne,5,,,,15.0
Axel Toupane,toupaax01,NBA,Europe,France,Mulhouse,5,,,,22.0
Ernie Vandeweghe,vandeer01,NBA,North America,Canada,Montreal,5,,,,0.0
Kyrylo Fesenko,fesenky01,NBA,Europe,Ukraine,Dnepropetrovsk,5,,,,69.0
Dragan Bender,bendedr01,NBA,Europe,Bosnia and Herzegovina,Capljina,5,,,,68.0
Jeff Taylor,tayloje03,NBA,Europe,Sweden,Norrkoping,5,,,,22.0
Vincent Poirier,poirivi01,NBA,Europe,France,Clamart,5,,,,22.0
Olumide Oyedeji,oyedeol01,NBA,Africa,Nigeria,Ibadan,5,,,,10.0
Brandon Clarke,clarkbr01,NBA,North America,Canada,Vancouver,5,,,,1.0
Donatas Motiejūnas,motiedo01,NBA,Europe,Lithuania,Kaunas,5,,,,68.0
Mirza Teletović,teletmi01,NBA,Europe,Bosnia and Herzegovina,Mostar,5,,,,68.0
Radisav Ćurčić,curcira01,NBA,Europe,Serbia,Cacak,5,,,,69.0
Mamadi Diakite,diakima01,NBA,Africa,Guinea,Conakry,5,,,,8.0
Uwe Blab,blabuw01,NBA,Europe,Germany,Munich,5,,,,38.0
Hasheem Thabeet,thabeha01,NBA,Africa,Tanzania,Dar es Salaam,5,,,,15.0
Luke Schenscher,schenlu01,NBA,Oceania,Australia,Hope Forest,5,,,,16.0
Sean Marks,marksse01,NBA,Oceania,New Zealand,Auckland,5,,,,13.0
Alaa Abdelnaby,abdelal01,NBA,Africa,Egypt,Cairo,5,,,,86.0
Gheorghe Mureșan,muresgh01,NBA,Europe,Romania,Triteni,5,,,,24.0
Nenê,hilarne01,NBA,South America,Brazil,Sao Carlos,5,,,,24.0
Alex Len,lenal01,NBA,Europe,Ukraine,Antratsit,5,,,,60.0
T.J. Leaf,leaftj01,NBA,Asia,Israel,Tel Aviv,5,,,,71.0
Théo Maledon,maledth01,NBA,Europe,France,Rouen,5,,,,22.0
Yao Ming,mingya01,NBA,Asia,China,Shanghai,55,,,,87.0
Svi Mykhailiuk,mykhasv01,NBA,Europe,Ukraine,Cherkasy,5,,,,69.0
Dominique Wilkins,wilkido01,NBA,Europe,France,Paris,5,,,,22.0
Lazaro Borrell,borrela01,NBA,North America,Cuba,Santa Clara,5,,,,17.0
Thon Maker,makerth01,NBA,Africa,South Sudan,Wau,5,,,,13.0
Omer Yurtseven,yurtsom01,NBA,Asia,Türkiye,Istanbul,5,,,,70.0
Adonal Foyle,foylead01,NBA,North America,St. Vincent and the Grenadines,Canouan,5,,,,4.0
Jamaal Magloire,magloja01,NBA,North America,Canada,Toronto,5,,,,0.0
Chris Welp,welpch01,NBA,Europe,Germany,Delmenhorst,5,,,,37.0
Nathan Jawai,jawaina01,NBA,Oceania,Australia,Sydney,5,,,,14.0
Samuel Dalembert,dalemsa01,NBA,North America,Haiti,Port-Au-Prince,5,,,,78.0
George Zídek,zidekge01,NBA,Europe,Czechia,Zlin,5,,,,68.0
Samuel Dalembert,dalemsa01,NBA,North America,Haiti,Port-Au-Prince,5,,,,78.0
Admiral Schofield,schofad01,NBA,Europe,United Kingdom,London,5,,,,6.0
Dirk Nowitzki,nowitdi01,NBA,Europe,Germany,Wurzburg,55,,,,37.0
Cristiano Felício,feliccr01,NBA,South America,Brazil,Pouso Alegre,5,,,,24.0
Chris Anstey,anstech01,NBA,Oceania,Australia,Melbourne,5,,,,15.0
Michael Olowokandi,olowomi01,NBA,Africa,Nigeria,Lagos,5,,,,10.0
Jorge Gutiérrez,gutiejo01,NBA,North America,Mexico,Chihuahua,5,,,,17.0
José Calderón,caldejo01,NBA,Europe,Spain,Villanueva de la Serena,5,,,,22.0
Mario Kasun,kasunma01,NBA,Europe,Croatia,Split,5,,,,68.0
Viktor Khryapa,khryavi01,NBA,Europe,Ukraine,Kiev,5,,,,69.0
Chris Silva,silvach01,NBA,Africa,Gabon,Libreville,5,,,,26.0
Wenyen Gabriel,gabriwe01,NBA,Africa,Sudan,Khartoum,5,,,,12.0
Sergey Karasev,karasse01,NBA,Europe,Russia,St. Petersburg,5,,,,68.0
Ognjen Kuzmić,kuzmiog01,NBA,Europe,Bosnia and Herzegovina,Doboj,5,,,,68.0
Stéphane Lasme,lasmest01,NBA,Africa,Gabon,Port-Gentil,5,,,,26.0
Ben Gordon,gordobe01,NBA,Europe,United Kingdom,London,5,,,,6.0
Mamadou N'Diaye,ndiayma02,NBA,Africa,Senegal,Dakar,5,,,,22.0
Jake Tsakalidis,tsakaja01,NBA,Asia,Georgia,Rustavi,5,,,,71.0
Rafael Araújo,araujra01,NBA,South America,Brazil,Curitiba,5,,,,24.0
David Andersen,anderda03,NBA,Oceania,Australia,Melbourne,5,,,,15.0
Xavier Cooks,cooksxa01,NBA,Oceania,Australia,Ballarat,5,,,,15.0
Jérôme Moïso,moisoje01,NBA,Europe,France,Paris,5,,,,22.0
Khem Birch,birchkh01,NBA,North America,Canada,Montreal,5,,,,0.0
Jorge Gutiérrez,gutiejo01,NBA,North America,Mexico,Chihuahua,5,,,,17.0
Michael Stewart,stewami01,NBA,Europe,France,Cucq-Trepied-Stella-Plage,5,,,,22.0
Xavier Henry,henryxa01,NBA,Europe,Belgium,Gent,5,,,,22.0
Manute Bol,bolma01,NBA,Africa,South Sudan,Gogrial,5,,,,12.0
Wenyen Gabriel,gabriwe01,NBA,Africa,Sudan,Khartoum,5,,,,12.0
Udoka Azubuike,azubuud01,NBA,Africa,Nigeria,Lagos,5,,,,10.0
Alen Smailagić,smailal01,NBA,Europe,Serbia,Belgrade,5,,,,69.0
Darko Miličić,milicda01,NBA,Europe,Serbia,Novi Sad,5,,,,68.0
A.J. Lawson,lawsoaj01,NBA,North America,Canada,Toronto,5,,,,0.0
Alexey Shved,shvedal01,NBA,Europe,Russia,Belgorod,5,,,,69.0
Michael Stewart,stewami01,NBA,Europe,France,Cucq-Trepied-Stella-Plage,5,,,,22.0
Mfiondu Kabengele,kabenmf01,NBA,North America,Canada,Toronto,5,,,,0.0
Mark Bradtke,bradtma01,NBA,Oceania,Australia,Adelaide,5,,,,16.0
Rodrigue Beaubois,beaubro01,NBA,North America,Guadeloupe,Pointe-a-Pitre,5,,,,18.0
Xavier Henry,henryxa01,NBA,Europe,Belgium,Gent,5,,,,22.0
Vitaly Potapenko,potapvi01,NBA,Europe,Ukraine,Kiev,5,,,,69.0
Nikola Jović,jovicni01,NBA,Europe,United Kingdom,Leicester,5,,,,6.0
Serge Ibaka,ibakase01,NBA,Africa,Congo Republic,Brazzaville,5,,,,27.0
Kevin Séraphin,serapke01,NBA,South America,French Guiana,Cayenne,5,,,,20.0
Olivier Sarr,sarrol01,NBA,Europe,France,Niort,5,,,,22.0
Wang Zhizhi,zhizhwa01,NBA,Asia,China,Beijing,5,,,,86.0
Joel Freeland,freeljo01,NBA,Europe,United Kingdom,Farnham,5,,,,6.0
Ibou Badji,badjiib01,NBA,Africa,Senegal,Dakar,5,,,,22.0
Nico Mannion,mannini01,NBA,Europe,Italy,Siena,5,,,,23.0
Rawle Marshall,marshra01,NBA,South America,Guyana,Georgetown,5,,,,5.0
Johan Petro,petrojo01,NBA,Europe,France,Paris,5,,,,22.0
Solomon Alabi,alabiso01,NBA,Africa,Nigeria,Kaduna,5,,,,10.0
Cory Joseph,josepco01,NBA,North America,Canada,Toronto,5,,,,0.0
Timothé Luwawu-Cabarrot,luwawti01,NBA,Europe,France,Cannes,5,,,,23.0
Robert Archibald,archiro01,NBA,Europe,United Kingdom,Paisley,5,,,,6.0
Killian Tillie,tilliki02,NBA,Europe,France,Cagnes-sur-Mer,5,,,,23.0
Vladimir Stepania,stepavl01,NBA,,,,5,,,,
Roko Ukić,ukicro01,NBA,Europe,Croatia,Split,5,,,,68.0
Mickaël Gelabale,gelabmi01,NBA,North America,Guadeloupe,Pointe Noire,5,,,,18.0
Darko Miličić,milicda01,NBA,Europe,Serbia,Novi Sad,5,,,,68.0
Óscar Torres,torreos01,NBA,South America,Venezuela,Caracas,5,,,,19.0
Jaylen Hoard,hoardja01,NBA,Europe,France,Le Havre,5,,,,22.0
Bruno Šundov,sundobr01,NBA,Europe,Croatia,Split,5,,,,68.0
Norvel Pelle,pelleno01,NBA,North America,Antigua and Barbuda,St. John's,5,,,,3.0
Mitch Creek,creekmi01,NBA,Oceania,Australia,Horsham,5,,,,15.0
Sean Marks,marksse01,NBA,Oceania,New Zealand,Auckland,5,,,,13.0
Eduardo Nájera,najered01,NBA,North America,Mexico,Meoqui,5,,,,17.0
James Donaldson,donalja01,NBA,Europe,United Kingdom,Heacham,5,,,,6.0
Bob Houbregs,houbrbo01,NBA,North America,Canada,Vancouver,5,,,,1.0
Chris Silva,silvach01,NBA,Africa,Gabon,Libreville,5,,,,26.0
Oscar Tshiebwe,tshieos01,NBA,Africa,DR Congo,Lubumbashi,5,,,,59.0
Luc Longley,longllu01,NBA,Oceania,Australia,Melbourne,5,,,,15.0
Mouhamed Gueye,gueyemo02,NBA,Africa,Senegal,Dakar,5,,,,22.0
Sasha Kaun,kaunsa01,NBA,Europe,Russia,Tomsk,5,,,,70.0
Boban Marjanović,marjabo01,NBA,Europe,Serbia,Zajecar,5,,,,69.0
Joel Bolomboy,bolomjo01,NBA,Europe,Ukraine,Kiev,5,,,,69.0
Moritz Wagner,wagnemo01,NBA,Europe,Germany,Berlin,5,,,,37.0
Thanasis Antetokounmpo,antetth01,NBA,Europe,Greece,Athens,5,,,,69.0
Mamadi Diakite,diakima01,NBA,Africa,Guinea,Conakry,5,,,,8.0
Anderson Varejão,varejan01,NBA,South America,Brazil,Santa Teresa,5,,,,24.0
Matthew Dellavedova,dellama01,NBA,Oceania,Australia,Maryborough,5,,,,14.0
Adama Sanogo,sanogad01,NBA,Africa,Mali,Bamako,5,,,,23.0
Lindell Wigginton,wiggili01,NBA,North America,Canada,Halifax,5,,,,1.0
Boniface N'Dong,ndongbo01,NBA,Africa,Senegal,Dakar,5,,,,22.0
Alex Len,lenal01,NBA,Europe,Ukraine,Antratsit,5,,,,60.0
Emmanuel Mudiay,mudiaem01,NBA,Africa,DR Congo,Kinshasa,5,,,,57.0
Stanislav Medvedenko,medvest01,NBA,Europe,Ukraine,Karapyshi,5,,,,69.0
Victor Claver,clavevi01,NBA,Europe,Spain,Valencia,5,,,,22.0
Ian Mahinmi,mahinia01,NBA,Europe,France,Rouen,5,,,,22.0
Dikembe Mutombo,mutomdi01,NBA,Africa,DR Congo,Kinshasa,5,,,,57.0
Andrea Bargnani,bargnan01,NBA,Europe,Italy,Rome,5,,,,23.0
Michael Stewart,stewami01,NBA,Europe,France,Cucq-Trepied-Stella-Plage,5,,,,22.0
Efthimios Rentzias,rentzef01,NBA,Europe,Greece,Trikala,5,,,,69.0
Mamadou N'Diaye,ndiayma02,NBA,Africa,Senegal,Dakar,5,,,,22.0
Adam Mokoka,mokokad01,NBA,Europe,France,Paris,5,,,,22.0
Joel Anthony,anthojo01,NBA,North America,Canada,Montreal,5,,,,0.0
Esteban Batista,batises01,NBA,South America,Uruguay,Montevideo,5,,,,25.0
Mehmet Okur,okurme01,NBA,Asia,Türkiye,Yalova,5,,,,70.0
Mouhamed Sene,senesa01,NBA,Africa,Senegal,Thies,5,,,,22.0
Primož Brezec,brezepr01,NBA,Europe,Slovenia,Postojna,5,,,,68.0
Žan Tabak,tabakza01,NBA,Europe,Croatia,Split,5,,,,68.0
Soumaila Samake,samakso01,NBA,Africa,Mali,Bougouni,5,,,,24.0
Sean Marks,marksse01,NBA,Oceania,New Zealand,Auckland,5,,,,13.0
Edy Tavares,tavarwa01,NBA,Africa,Cabo Verde,Maio,5,,,,22.0
Nicolás Laprovíttola,laproni01,NBA,South America,Argentina,Buenos Aires,5,,,,25.0
Džanan Musa,musadz01,NBA,Europe,Bosnia and Herzegovina,Bihac,5,,,,68.0
Eduardo Nájera,najered01,NBA,North America,Mexico,Meoqui,5,,,,17.0
Mouhamed Sene,senesa01,NBA,Africa,Senegal,Thies,5,,,,22.0
Donatas Motiejūnas,motiedo01,NBA,Europe,Lithuania,Kaunas,5,,,,68.0
Sergei Bazarevich,bazarse01,NBA,Europe,Russia,Moscow,5,,,,69.0
Luc Longley,longllu01,NBA,Oceania,Australia,Melbourne,5,,,,15.0
Pape Sow,sowpa01,NBA,Africa,Senegal,Dakar,5,,,,22.0
Mfiondu Kabengele,kabenmf01,NBA,North America,Canada,Toronto,5,,,,0.0
Obinna Ekezie,ekeziob01,NBA,Africa,Nigeria,Port Harcourt,5,,,,11.0
Tacko Fall,fallta01,NBA,Africa,Senegal,Dakar,5,,,,22.0
Sasha Pavlović,pavloal01,NBA,Europe,Montenegro,Bar,5,,,,84.0
Ruben Boumtje-Boumtje,boumtru01,NBA,Africa,Cameroon,Edea,5,,,,11.0
Luka Šamanić,samanlu01,NBA,Europe,Croatia,Zagreb,5,,,,68.0
Sasha Vujačić,vujacsa01,NBA,Europe,Slovenia,Maribor,5,,,,68.0
Andrea Bargnani,bargnan01,NBA,Europe,Italy,Rome,5,,,,23.0
Mike Smrek,smrekmi01,NBA,North America,Canada,Welland,5,,,,0.0
Jack White,whiteja03,NBA,Oceania,Australia,Traralgon,5,,,,15.0
Žan Tabak,tabakza01,NBA,Europe,Croatia,Split,5,,,,68.0
Vit Krejci,krejcvi01,NBA,Europe,Czechia,Strakonice,5,,,,68.0
Aron Baynes,baynear01,NBA,Oceania,New Zealand,Gisborne,5,,,,13.0
Aleksandar Djordjevic,djordal01,NBA,Europe,Serbia,Belgrade,5,,,,69.0
Nathan Mensah,mensana01,NBA,Africa,Ghana,Accra,5,,,,85.0
Tristan Vukcevic,vukcetr01,NBA,Europe,Italy,Siena,5,,,,23.0
Yuta Watanabe,watanyu01,NBA,Asia,Japan,Yokohama,5,,,,85.0
Furkan Korkmaz,korkmfu01,NBA,Asia,Türkiye,Istanbul,5,,,,70.0
Rafael Araújo,araujra01,NBA,South America,Brazil,Curitiba,5,,,,24.0
Udoka Azubuike,azubuud01,NBA,Africa,Nigeria,Lagos,5,,,,10.0
A.J. Lawson,lawsoaj01,NBA,North America,Canada,Toronto,5,,,,0.0
Manute Bol,bolma01,NBA,Africa,South Sudan,Gogrial,5,,,,12.0
Jo Jo English,englijo01,NBA,Europe,Germany,Frankfurt,5,,,,37.0
Marko Gudurić,gudurma01,NBA,Europe,Serbia,Priboj,5,,,,69.0
Maciej Lampe,lampema01,NBA,Europe,Poland,Lodz,5,,,,68.0
Victor Claver,clavevi01,NBA,Europe,Spain,Valencia,5,,,,22.0
Marcin Gortat,gortama01,NBA,Europe,Poland,Lodz,5,,,,68.0
Dan Gadzuric,gadzuda01,NBA,Europe,Netherlands,Den Haag,5,,,,22.0
Kyrylo Fesenko,fesenky01,NBA,Europe,Ukraine,Dnepropetrovsk,5,,,,69.0
Ndudi Ebi,ebind01,NBA,Europe,United Kingdom,London,5,,,,6.0
Soumaila Samake,samakso01,NBA,Africa,Mali,Bougouni,5,,,,24.0
Gundars Vētra,vetragu01,NBA,Europe,Latvia,Ventspils,5,,,,68.0
Žan Tabak,tabakza01,NBA,Europe,Croatia,Split,5,,,,68.0
Kevin Séraphin,serapke01,NBA,South America,French Guiana,Cayenne,5,,,,20.0
Admiral Schofield,schofad01,NBA,Europe,United Kingdom,London,5,,,,6.0
Neemias Queta,quetane01,NBA,Europe,Portugal,Lisbon,5,,,,21.0
Kenton Edelin,edelike01,NBA,Europe,Germany,Heidelburg,5,,,,30.0
Wang Zhizhi,zhizhwa01,NBA,Asia,China,Beijing,5,,,,86.0
Axel Toupane,toupaax01,NBA,Europe,France,Mulhouse,5,,,,22.0
Oshae Brissett,brissos01,NBA,North America,Canada,Toronto,5,,,,0.0
Boban Marjanović,marjabo01,NBA,Europe,Serbia,Zajecar,5,,,,69.0
Esteban Batista,batises01,NBA,South America,Uruguay,Montevideo,5,,,,25.0
Sasha Vujačić,vujacsa01,NBA,Europe,Slovenia,Maribor,5,,,,68.0
Bol Bol,bolbo01,NBA,Africa,Sudan,Khartoum,5,,,,12.0
Cheikh Samb,sambch01,NBA,,,,5,,,,
Tiago Splitter,splitti01,NBA,South America,Brazil,Joinville,5,,,,24.0
Michael Stewart,stewami01,NBA,Europe,France,Cucq-Trepied-Stella-Plage,5,,,,22.0
Igor Rakočević,rakocig01,NBA,Europe,Serbia,Belgrade,5,,,,69.0
Boris Diaw,diawbo01,NBA,Europe,France,Cormeilles-en-Parisis,5,,,,22.0
Steve Nash,nashst01,NBA,Africa,South Africa,Johannesburg,5,,,,16.0
Reggie Jackson,jacksre01,NBA,Europe,Italy,Pordenone,5,,,,23.0
Bol Bol,bolbo01,NBA,Africa,Sudan,Khartoum,5,,,,12.0
Antonis Fotsis,fotsian01,NBA,Europe,Greece,Athens,5,,,,69.0
Primož Brezec,brezepr01,NBA,Europe,Slovenia,Postojna,5,,,,68.0
Andrew Gaze,gazean01,NBA,Oceania,Australia,Melbourne,5,,,,15.0
Marcus Vinicius,vincima01,NBA,South America,Brazil,Sao Paulo,5,,,,24.0
Daniel Theis,theisda01,NBA,Europe,Germany,Salzgitter,5,,,,37.0
Stanislav Medvedenko,medvest01,NBA,Europe,Ukraine,Karapyshi,5,,,,69.0
Wang Zhizhi,zhizhwa01,NBA,Asia,China,Beijing,5,,,,86.0
Linas Kleiza,kleizli01,NBA,Europe,Lithuania,Kaunas,5,,,,68.0
John Brown,brownjo01,NBA,Europe,Germany,Frankfurt,5,,,,37.0
Sekou Doumbouya,doumbse01,NBA,Africa,Guinea,Conakry,5,,,,8.0
Luka Šamanić,samanlu01,NBA,Europe,Croatia,Zagreb,5,,,,68.0
Marcus Vinicius,vincima01,NBA,South America,Brazil,Sao Paulo,5,,,,24.0
Hank Biasatti,biasaha01,NBA,Europe,Italy,Beano,5,,,,23.0
Wang Zhizhi,zhizhwa01,NBA,Asia,China,Beijing,5,,,,86.0
Oleksiy Pecherov,pecheol01,NBA,Europe,Ukraine,Donetsk,5,,,,70.0
Thanasis Antetokounmpo,antetth01,NBA,Europe,Greece,Athens,5,,,,69.0
Anthony Bennett,bennean01,NBA,North America,Canada,Toronto,5,,,,0.0
Matthew Dellavedova,dellama01,NBA,Oceania,Australia,Maryborough,5,,,,14.0
Evan Fournier,fournev01,NBA,Europe,France,Saint-Maurice,5,,,,22.0
Sasha Pavlović,pavloal01,NBA,Europe,Montenegro,Bar,5,,,,84.0
Gino Sovran,sovragi01,NBA,North America,Canada,Windsor,5,,,,0.0
Gabriel Deck,deckga01,NBA,South America,Argentina,Añatuya,5,,,,24.0
Cozell McQueen,mcqueco01,NBA,Europe,France,Paris,5,,,,22.0
Michael Stewart,stewami01,NBA,Europe,France,Cucq-Trepied-Stella-Plage,5,,,,22.0
Pape Sow,sowpa01,NBA,Africa,Senegal,Dakar,5,,,,22.0
D.J. Mbenga,mbengdj01,NBA,Africa,DR Congo,Kinshasa,5,,,,57.0
Neemias Queta,quetane01,NBA,Europe,Portugal,Lisbon,5,,,,21.0
Alvin Jones,jonesal01,NBA,Europe,Luxembourg,Luxembourg,5,,,,22.0
Uwe Blab,blabuw01,NBA,Europe,Germany,Munich,5,,,,38.0
Edy Tavares,tavarwa01,NBA,Africa,Cabo Verde,Maio,5,,,,22.0
Isaac Bonga,bongais01,NBA,Europe,Germany,Neuwied,5,,,,37.0
Vitaly Potapenko,potapvi01,NBA,Europe,Ukraine,Kiev,5,,,,69.0
Stojko Vranković,vrankst01,NBA,Europe,Croatia,Drnis,5,,,,68.0
Mamadi Diakite,diakima01,NBA,Africa,Guinea,Conakry,5,,,,8.0
Omari Johnson,johnsom01,NBA,North America,Jamaica,Kingston,5,,,,3.0
Sean Marks,marksse01,NBA,Oceania,New Zealand,Auckland,5,,,,13.0
Carl Herrera,herreca01,NBA,North America,Trinidad and Tobago,Trinidad,5,,,,4.0
José Ortiz,ortizjo01,NBA,North America,Puerto Rico,Aibonito,5,,,,3.0
Ignas Brazdeikis,brazdig01,NBA,Europe,Lithuania,Kaunas,5,,,,68.0
Kostas Antetokounmpo,antetko01,NBA,Europe,Greece,Athens,5,,,,69.0
Goran Dragić,dragigo01,NBA,Europe,Slovenia,Ljubljana,5,,,,68.0
Hamady N'Diaye,ndiayha01,NBA,Africa,Senegal,Dakar,5,,,,22.0
Nickeil Alexander-Walker,alexani01,NBA,North America,Canada,Toronto,5,,,,0.0
Mangok Mathiang,mathima01,NBA,Oceania,Australia,Melbourne,5,,,,15.0
Mengke Bateer,bateeme01,NBA,Asia,China,Beijing,5,,,,86.0
Eugene Omoruyi,omorueu01,NBA,Africa,Nigeria,Benin City,5,,,,10.0
Patty Mills,millspa02,NBA,Oceania,Australia,Canberra,5,,,,15.0
Wayne Sappleton,sapplwa01,NBA,North America,Jamaica,Kingston,5,,,,3.0
Michael Stewart,stewami01,NBA,Europe,France,Cucq-Trepied-Stella-Plage,5,,,,22.0
Andrew Nicholson,nichoan01,NBA,North America,Canada,Mississauga,5,,,,0.0
Mychal Mulder,muldemy01,NBA,North America,Canada,Etobicoke,5,,,,0.0
Jorge Garbajosa,garbajo01,NBA,Europe,Spain,Madrid,5,,,,22.0
Hamed Haddadi,haddaha01,NBA,Asia,Iran,Ahvaz,5,,,,72.0
Cheick Diallo,diallch01,NBA,Africa,Mali,Kayes,5,,,,23.0
Bruno Caboclo,cabocbr01,NBA,South America,Brazil,Osasco,5,,,,24.0
Carl Herrera,herreca01,NBA,North America,Trinidad and Tobago,Trinidad,5,,,,4.0
Eduardo Nájera,najered01,NBA,North America,Mexico,Meoqui,5,,,,17.0
Dan Gadzuric,gadzuda01,NBA,Europe,Netherlands,Den Haag,5,,,,22.0
Joffrey Lauvergne,lauvejo01,NBA,Europe,France,Mulhouse,5,,,,22.0
Nik Stauskas,stausni01,NBA,North America,Canada,Mississauga,5,,,,0.0
Uroš Slokar,slokaur01,NBA,Europe,Slovenia,Ljubljana,5,,,,68.0
Joel Bolomboy,bolomjo01,NBA,Europe,Ukraine,Kiev,5,,,,69.0
Pat Burke,burkepa01,NBA,Europe,Ireland,Dublin,5,,,,6.0
J.J. Barea,bareajo01,NBA,North America,Puerto Rico,Mayaguez,5,,,,3.0
Zoran Planinić,planizo01,NBA,Europe,Bosnia and Herzegovina,Mostar,5,,,,68.0
Vladimir Radmanović,radmavl01,NBA,Europe,Bosnia and Herzegovina,Trebinje,5,,,,69.0
Primož Brezec,brezepr01,NBA,Europe,Slovenia,Postojna,5,,,,68.0
Bill Wennington,wennibi01,NBA,North America,Canada,Montreal,5,,,,0.0
Axel Toupane,toupaax01,NBA,Europe,France,Mulhouse,5,,,,22.0
Vlatko Čančar,cancavl01,NBA,Europe,Slovenia,Koper,5,,,,68.0
Dragan Bender,bendedr01,NBA,Europe,Bosnia and Herzegovina,Capljina,5,,,,68.0
Mengke Bateer,bateeme01,NBA,Asia,China,Beijing,5,,,,86.0
Naz Mitrou-Long,mitrona01,NBA,North America,Canada,Mississauga,5,,,,0.0
Kevin Pangos,pangoke01,NBA,North America,Canada,Holland Landing,5,,,,0.0
Gian Clavell,clavegi01,NBA,North America,Puerto Rico,Caguas,5,,,,3.0
Tacko Fall,fallta01,NBA,Africa,Senegal,Dakar,5,,,,22.0
Damjan Rudež,rudezda01,NBA,Europe,Croatia,Zagreb,5,,,,68.0
Damjan Rudež,rudezda01,NBA,Europe,Croatia,Zagreb,5,,,,68.0
Lindell Wigginton,wiggili01,NBA,North America,Canada,Halifax,5,,,,1.0
Pat Burke,burkepa01,NBA,Europe,Ireland,Dublin,5,,,,6.0
Mfiondu Kabengele,kabenmf01,NBA,North America,Canada,Toronto,5,,,,0.0
Boštjan Nachbar,nachbbo01,NBA,Europe,Slovenia,Slovenj Gradec,5,,,,68.0
Kosta Perović,perovko01,NBA,Europe,Croatia,Osijek,5,,,,68.0
Hasheem Thabeet,thabeha01,NBA,Africa,Tanzania,Dar es Salaam,5,,,,15.0
Yuta Tabuse,tabusyu01,NBA,Asia,Japan,Yokohama,5,,,,85.0
Ian Lockhart,lockhia01,NBA,North America,Bahamas,Nassau,5,,,,2.0
Viktor Khryapa,khryavi01,NBA,Europe,Ukraine,Kiev,5,,,,69.0
Yves Pons,ponsyv01,NBA,North America,Haiti,Port-au-Prince,5,,,,78.0
Amida Brimah,brimaam01,NBA,Africa,Ghana,Accra,5,,,,85.0
Miloš Babić,babicmi01,NBA,Europe,Serbia,Kraljevo,5,,,,69.0
Horacio Llamas,llamaho01,NBA,North America,Mexico,El Rosario,5,,,,18.0
Geert Hammink,hammige01,NBA,Europe,Netherlands,Didam,5,,,,22.0
Thanasis Antetokounmpo,antetth01,NBA,Europe,Greece,Athens,5,,,,69.0
Mike Smrek,smrekmi01,NBA,North America,Canada,Welland,5,,,,0.0
Ramón Rivas,rivasra01,NBA,North America,Puerto Rico,Carolina,5,,,,3.0
Clint Capela,capelca01,NBA,Europe,Switzerland,Geneva,5,,,,37.0
Vlade Divac,divacvl01,NBA,Europe,Serbia,Prijepolje,5,,,,69.0
Nick Richards,richani01,NBA,North America,Jamaica,Kingston,5,,,,3.0
Viacheslav Kravtsov,kravtvi01,NBA,Europe,Ukraine,Odessa,5,,,,69.0
Pepe Sánchez,sanchpe01,NBA,South America,Argentina,Bahia Blanca,5,,,,26.0
Yvon Joseph,josepyv01,NBA,North America,Haiti,Cap-Haitian,5,,,,77.0
Pops Mensah-Bonsu,mensapo01,NBA,Europe,United Kingdom,London,5,,,,6.0
Francisco Elson,elsonfr01,NBA,Europe,Netherlands,Rotterdam,5,,,,22.0
Andrew Gaze,gazean01,NBA,Oceania,Australia,Melbourne,5,,,,15.0
Samardo Samuels,samuesa01,NBA,North America,Jamaica,Trelawny,5,,,,3.0
Henri Drell,drellhe01,NBA,Europe,Estonia,Tallinn,5,,,,68.0
Martynas Andriuškevičius,andrima01,NBA,Europe,Lithuania,Kaunas,5,,,,68.0
Darko Miličić,milicda01,NBA,Europe,Serbia,Novi Sad,5,,,,68.0
Zhou Qi,qizh01,NBA,Asia,China,Henan,5,,,,87.0
